state,cases,date
Alabama,5668,2020-04-22
Alaska,329,2020-04-22
American Samoa,None,2020-04-22
Arizona,5251,2020-04-22
Arkansas,2262,2020-04-22
California,33261,2020-04-22
Colorado,10368,2020-04-22
Connecticut,20360,2020-04-22
Delaware,3200,2020-04-22
District of Columbia,3098,2020-04-22
Florida,27127,2020-04-22
Georgia,20607,2020-04-22
Guam,136,2020-04-22
Hawaii,547,2020-04-22
Idaho,1766,2020-04-22
Illinois,33059,2020-04-22
Indiana,12097,2020-04-22
Iowa,3641,2020-04-22
Kansas,2025,2020-04-22
Kentucky,3192,2020-04-22
Louisiana,24854,2020-04-22
Maine,888,2020-04-22
Marshall Islands,None,2020-04-22
Maryland,14775,2020-04-22
Massachusetts,41199,2020-04-22
Michigan,32967,2020-04-22
Micronesia,None,2020-04-22
Minnesota,2721,2020-04-22
Mississippi,4716,2020-04-22
Missouri,5941,2020-04-22
Montana,439,2020-04-22
Nebraska,1722,2020-04-22
Nevada,3937,2020-04-22
New Hampshire,1491,2020-04-22
New Jersey,92387,2020-04-22
New Mexico,2072,2020-04-22
New York,250800,2020-04-22
North Carolina,6951,2020-04-22
North Dakota,644,2020-04-22
Northern Marianas,14,2020-04-22
Ohio,13725,2020-04-22
Oklahoma,2807,2020-04-22
Oregon,2002,2020-04-22
Palau,None,2020-04-22
Pennsylvania,34528,2020-04-22
Puerto Rico,1213,2020-04-22
Rhode Island,5716,2020-04-22
South Carolina,4608,2020-04-22
South Dakota,1754,2020-04-22
Tennessee,7394,2020-04-22
Texas,20196,2020-04-22
Utah,3369,2020-04-22
Vermont,818,2020-04-22
Virgin Islands,54,2020-04-22
Virginia,9630,2020-04-22
Washington,12282,2020-04-22
West Virginia,914,2020-04-22
Wisconsin,4620,2020-04-22
Wyoming,441,2020-04-22
Alabama,5668,2020-04-22
Alaska,329,2020-04-22
American Samoa,None,2020-04-22
Arizona,5251,2020-04-22
Arkansas,2262,2020-04-22
California,33261,2020-04-22
Colorado,10368,2020-04-22
Connecticut,20360,2020-04-22
Delaware,3200,2020-04-22
District of Columbia,3098,2020-04-22
Florida,27127,2020-04-22
Georgia,20607,2020-04-22
Guam,136,2020-04-22
Hawaii,547,2020-04-22
Idaho,1766,2020-04-22
Illinois,33059,2020-04-22
Indiana,12097,2020-04-22
Iowa,3641,2020-04-22
Kansas,2025,2020-04-22
Kentucky,3192,2020-04-22
Louisiana,24854,2020-04-22
Maine,888,2020-04-22
Marshall Islands,None,2020-04-22
Maryland,14775,2020-04-22
Massachusetts,41199,2020-04-22
Michigan,32967,2020-04-22
Micronesia,None,2020-04-22
Minnesota,2721,2020-04-22
Mississippi,4716,2020-04-22
Missouri,5941,2020-04-22
Montana,439,2020-04-22
Nebraska,1722,2020-04-22
Nevada,3937,2020-04-22
New Hampshire,1491,2020-04-22
New Jersey,92387,2020-04-22
New Mexico,2072,2020-04-22
New York,250800,2020-04-22
North Carolina,6951,2020-04-22
North Dakota,644,2020-04-22
Northern Marianas,14,2020-04-22
Ohio,13725,2020-04-22
Oklahoma,2807,2020-04-22
Oregon,2002,2020-04-22
Palau,None,2020-04-22
Pennsylvania,34528,2020-04-22
Puerto Rico,1213,2020-04-22
Rhode Island,5716,2020-04-22
South Carolina,4608,2020-04-22
South Dakota,1754,2020-04-22
Tennessee,7394,2020-04-22
Texas,20196,2020-04-22
Utah,3369,2020-04-22
Vermont,818,2020-04-22
Virgin Islands,54,2020-04-22
Virginia,9630,2020-04-22
Washington,12282,2020-04-22
West Virginia,914,2020-04-22
Wisconsin,4620,2020-04-22
Wyoming,441,2020-04-22
Alabama,5668,2020-04-23
Alaska,329,2020-04-23
American Samoa,None,2020-04-23
Arizona,5251,2020-04-23
Arkansas,2262,2020-04-23
California,33261,2020-04-23
Colorado,10368,2020-04-23
Connecticut,20360,2020-04-23
Delaware,3200,2020-04-23
District of Columbia,3098,2020-04-23
Florida,27127,2020-04-23
Georgia,20607,2020-04-23
Guam,136,2020-04-23
Hawaii,547,2020-04-23
Idaho,1766,2020-04-23
Illinois,33059,2020-04-23
Indiana,12097,2020-04-23
Iowa,3641,2020-04-23
Kansas,2025,2020-04-23
Kentucky,3192,2020-04-23
Louisiana,24854,2020-04-23
Maine,888,2020-04-23
Marshall Islands,None,2020-04-23
Maryland,14775,2020-04-23
Massachusetts,41199,2020-04-23
Michigan,32967,2020-04-23
Micronesia,None,2020-04-23
Minnesota,2721,2020-04-23
Mississippi,4716,2020-04-23
Missouri,5941,2020-04-23
Montana,439,2020-04-23
Nebraska,1722,2020-04-23
Nevada,3937,2020-04-23
New Hampshire,1491,2020-04-23
New Jersey,92387,2020-04-23
New Mexico,2072,2020-04-23
New York,250800,2020-04-23
North Carolina,6951,2020-04-23
North Dakota,644,2020-04-23
Northern Marianas,14,2020-04-23
Ohio,13725,2020-04-23
Oklahoma,2807,2020-04-23
Oregon,2002,2020-04-23
Palau,None,2020-04-23
Pennsylvania,34528,2020-04-23
Puerto Rico,1213,2020-04-23
Rhode Island,5716,2020-04-23
South Carolina,4608,2020-04-23
South Dakota,1754,2020-04-23
Tennessee,7394,2020-04-23
Texas,20196,2020-04-23
Utah,3369,2020-04-23
Vermont,818,2020-04-23
Virgin Islands,54,2020-04-23
Virginia,9630,2020-04-23
Washington,12282,2020-04-23
West Virginia,914,2020-04-23
Wisconsin,4620,2020-04-23
Wyoming,441,2020-04-23
Alabama,5668,2020-04-23
Alaska,329,2020-04-23
American Samoa,None,2020-04-23
Arizona,5251,2020-04-23
Arkansas,2262,2020-04-23
California,33261,2020-04-23
Colorado,10368,2020-04-23
Connecticut,20360,2020-04-23
Delaware,3200,2020-04-23
District of Columbia,3098,2020-04-23
Florida,27127,2020-04-23
Georgia,20607,2020-04-23
Guam,136,2020-04-23
Hawaii,547,2020-04-23
Idaho,1766,2020-04-23
Illinois,33059,2020-04-23
Indiana,12097,2020-04-23
Iowa,3641,2020-04-23
Kansas,2025,2020-04-23
Kentucky,3192,2020-04-23
Louisiana,24854,2020-04-23
Maine,888,2020-04-23
Marshall Islands,None,2020-04-23
Maryland,14775,2020-04-23
Massachusetts,41199,2020-04-23
Michigan,32967,2020-04-23
Micronesia,None,2020-04-23
Minnesota,2721,2020-04-23
Mississippi,4716,2020-04-23
Missouri,5941,2020-04-23
Montana,439,2020-04-23
Nebraska,1722,2020-04-23
Nevada,3937,2020-04-23
New Hampshire,1491,2020-04-23
New Jersey,92387,2020-04-23
New Mexico,2072,2020-04-23
New York,250800,2020-04-23
North Carolina,6951,2020-04-23
North Dakota,644,2020-04-23
Northern Marianas,14,2020-04-23
Ohio,13725,2020-04-23
Oklahoma,2807,2020-04-23
Oregon,2002,2020-04-23
Palau,None,2020-04-23
Pennsylvania,34528,2020-04-23
Puerto Rico,1213,2020-04-23
Rhode Island,5716,2020-04-23
South Carolina,4608,2020-04-23
South Dakota,1754,2020-04-23
Tennessee,7394,2020-04-23
Texas,20196,2020-04-23
Utah,3369,2020-04-23
Vermont,818,2020-04-23
Virgin Islands,54,2020-04-23
Virginia,9630,2020-04-23
Washington,12282,2020-04-23
West Virginia,914,2020-04-23
Wisconsin,4620,2020-04-23
Wyoming,441,2020-04-23
Alabama,5668,2020-04-23
Alaska,329,2020-04-23
American Samoa,None,2020-04-23
Arizona,5251,2020-04-23
Arkansas,2262,2020-04-23
California,33261,2020-04-23
Colorado,10368,2020-04-23
Connecticut,20360,2020-04-23
Delaware,3200,2020-04-23
District of Columbia,3098,2020-04-23
Florida,27127,2020-04-23
Georgia,20607,2020-04-23
Guam,136,2020-04-23
Hawaii,547,2020-04-23
Idaho,1766,2020-04-23
Illinois,33059,2020-04-23
Indiana,12097,2020-04-23
Iowa,3641,2020-04-23
Kansas,2025,2020-04-23
Kentucky,3192,2020-04-23
Louisiana,24854,2020-04-23
Maine,888,2020-04-23
Marshall Islands,None,2020-04-23
Maryland,14775,2020-04-23
Massachusetts,41199,2020-04-23
Michigan,32967,2020-04-23
Micronesia,None,2020-04-23
Minnesota,2721,2020-04-23
Mississippi,4716,2020-04-23
Missouri,5941,2020-04-23
Montana,439,2020-04-23
Nebraska,1722,2020-04-23
Nevada,3937,2020-04-23
New Hampshire,1491,2020-04-23
New Jersey,92387,2020-04-23
New Mexico,2072,2020-04-23
New York,250800,2020-04-23
North Carolina,6951,2020-04-23
North Dakota,644,2020-04-23
Northern Marianas,14,2020-04-23
Ohio,13725,2020-04-23
Oklahoma,2807,2020-04-23
Oregon,2002,2020-04-23
Palau,None,2020-04-23
Pennsylvania,34528,2020-04-23
Puerto Rico,1213,2020-04-23
Rhode Island,5716,2020-04-23
South Carolina,4608,2020-04-23
South Dakota,1754,2020-04-23
Tennessee,7394,2020-04-23
Texas,20196,2020-04-23
Utah,3369,2020-04-23
Vermont,818,2020-04-23
Virgin Islands,54,2020-04-23
Virginia,9630,2020-04-23
Washington,12282,2020-04-23
West Virginia,914,2020-04-23
Wisconsin,4620,2020-04-23
Wyoming,441,2020-04-23
Alabama,5831,2020-04-23
Alaska,335,2020-04-23
American Samoa,None,2020-04-23
Arizona,5459,2020-04-23
Arkansas,2281,2020-04-23
California,35396,2020-04-23
Colorado,10825,2020-04-23
Connecticut,22469,2020-04-23
Delaware,3308,2020-04-23
District of Columbia,3206,2020-04-23
Florida,27791,2020-04-23
Georgia,20769,2020-04-23
Guam,138,2020-04-23
Hawaii,537,2020-04-23
Idaho,1802,2020-04-23
Illinois,35108,2020-04-23
Indiana,12438,2020-04-23
Iowa,3748,2020-04-23
Kansas,2211,2020-04-23
Kentucky,3373,2020-04-23
Louisiana,25317,2020-04-23
Maine,907,2020-04-23
Marshall Islands,None,2020-04-23
Maryland,15737,2020-04-23
Massachusetts,42944,2020-04-23
Michigan,33966,2020-04-23
Micronesia,None,2020-04-23
Minnesota,2721,2020-04-23
Mississippi,5153,2020-04-23
Missouri,6137,2020-04-23
Montana,442,2020-04-23
Nebraska,1813,2020-04-23
Nevada,4081,2020-04-23
New Hampshire,1588,2020-04-23
New Jersey,95865,2020-04-23
New Mexico,2210,2020-04-23
New York,253219,2020-04-23
North Carolina,7220,2020-04-23
North Dakota,679,2020-04-23
Northern Marianas,14,2020-04-23
Ohio,14117,2020-04-23
Oklahoma,2894,2020-04-23
Oregon,2059,2020-04-23
Palau,None,2020-04-23
Pennsylvania,35684,2020-04-23
Puerto Rico,1213,2020-04-23
Rhode Island,6012,2020-04-23
South Carolina,4761,2020-04-23
South Dakota,1858,2020-04-23
Tennessee,7572,2020-04-23
Texas,21069,2020-04-23
Utah,3540,2020-04-23
Vermont,823,2020-04-23
Virgin Islands,54,2020-04-23
Virginia,10998,2020-04-23
Washington,12494,2020-04-23
West Virginia,963,2020-04-23
Wisconsin,4845,2020-04-23
Wyoming,447,2020-04-23
Alabama,5831,2020-04-24
Alaska,335,2020-04-24
American Samoa,None,2020-04-24
Arizona,5459,2020-04-24
Arkansas,2281,2020-04-24
California,35396,2020-04-24
Colorado,10825,2020-04-24
Connecticut,22469,2020-04-24
Delaware,3308,2020-04-24
District of Columbia,3206,2020-04-24
Florida,27791,2020-04-24
Georgia,20769,2020-04-24
Guam,138,2020-04-24
Hawaii,537,2020-04-24
Idaho,1802,2020-04-24
Illinois,35108,2020-04-24
Indiana,12438,2020-04-24
Iowa,3748,2020-04-24
Kansas,2211,2020-04-24
Kentucky,3373,2020-04-24
Louisiana,25317,2020-04-24
Maine,907,2020-04-24
Marshall Islands,None,2020-04-24
Maryland,15737,2020-04-24
Massachusetts,42944,2020-04-24
Michigan,33966,2020-04-24
Micronesia,None,2020-04-24
Minnesota,2721,2020-04-24
Mississippi,5153,2020-04-24
Missouri,6137,2020-04-24
Montana,442,2020-04-24
Nebraska,1813,2020-04-24
Nevada,4081,2020-04-24
New Hampshire,1588,2020-04-24
New Jersey,95865,2020-04-24
New Mexico,2210,2020-04-24
New York,253219,2020-04-24
North Carolina,7220,2020-04-24
North Dakota,679,2020-04-24
Northern Marianas,14,2020-04-24
Ohio,14117,2020-04-24
Oklahoma,2894,2020-04-24
Oregon,2059,2020-04-24
Palau,None,2020-04-24
Pennsylvania,35684,2020-04-24
Puerto Rico,1213,2020-04-24
Rhode Island,6012,2020-04-24
South Carolina,4761,2020-04-24
South Dakota,1858,2020-04-24
Tennessee,7572,2020-04-24
Texas,21069,2020-04-24
Utah,3540,2020-04-24
Vermont,823,2020-04-24
Virgin Islands,54,2020-04-24
Virginia,10998,2020-04-24
Washington,12494,2020-04-24
West Virginia,963,2020-04-24
Wisconsin,4845,2020-04-24
Wyoming,447,2020-04-24
Alabama,6071,2020-04-24
Alaska,337,2020-04-24
American Samoa,None,2020-04-24
Arizona,5769,2020-04-24
Arkansas,2465,2020-04-24
California,37369,2020-04-24
Colorado,11182,2020-04-24
Connecticut,23100,2020-04-24
Delaware,3442,2020-04-24
District of Columbia,3361,2020-04-24
Florida,28843,2020-04-24
Georgia,21681,2020-04-24
Guam,140,2020-04-24
Hawaii,540,2020-04-24
Idaho,1836,2020-04-24
Illinois,36934,2020-04-24
Indiana,13039,2020-04-24
Iowa,3924,2020-04-24
Kansas,2482,2020-04-24
Kentucky,3481,2020-04-24
Louisiana,25798,2020-04-24
Maine,937,2020-04-24
Marshall Islands,None,2020-04-24
Maryland,16616,2020-04-24
Massachusetts,46023,2020-04-24
Michigan,35291,2020-04-24
Micronesia,None,2020-04-24
Minnesota,3185,2020-04-24
Mississippi,5434,2020-04-24
Missouri,6321,2020-04-24
Montana,444,2020-04-24
Nebraska,2124,2020-04-24
Nevada,4208,2020-04-24
New Hampshire,1670,2020-04-24
New Jersey,99989,2020-04-24
New Mexico,2379,2020-04-24
New York,263744,2020-04-24
North Carolina,7608,2020-04-24
North Dakota,709,2020-04-24
Northern Marianas,14,2020-04-24
Ohio,14694,2020-04-24
Oklahoma,3017,2020-04-24
Oregon,2127,2020-04-24
Palau,None,2020-04-24
Pennsylvania,37053,2020-04-24
Puerto Rico,1416,2020-04-24
Rhode Island,6256,2020-04-24
South Carolina,4917,2020-04-24
South Dakota,1956,2020-04-24
Tennessee,8281,2020-04-24
Texas,21944,2020-04-24
Utah,3722,2020-04-24
Vermont,825,2020-04-24
Virgin Islands,54,2020-04-24
Virginia,11594,2020-04-24
Washington,12753,2020-04-24
West Virginia,981,2020-04-24
Wisconsin,5052,2020-04-24
Wyoming,453,2020-04-24
Alabama,6071,2020-04-24
Alaska,337,2020-04-24
American Samoa,None,2020-04-24
Arizona,5769,2020-04-24
Arkansas,2465,2020-04-24
California,37369,2020-04-24
Colorado,11182,2020-04-24
Connecticut,23100,2020-04-24
Delaware,3442,2020-04-24
District of Columbia,3361,2020-04-24
Florida,28843,2020-04-24
Georgia,21681,2020-04-24
Guam,140,2020-04-24
Hawaii,540,2020-04-24
Idaho,1836,2020-04-24
Illinois,36934,2020-04-24
Indiana,13039,2020-04-24
Iowa,3924,2020-04-24
Kansas,2482,2020-04-24
Kentucky,3481,2020-04-24
Louisiana,25798,2020-04-24
Maine,937,2020-04-24
Marshall Islands,None,2020-04-24
Maryland,16616,2020-04-24
Massachusetts,46023,2020-04-24
Michigan,35291,2020-04-24
Micronesia,None,2020-04-24
Minnesota,3185,2020-04-24
Mississippi,5434,2020-04-24
Missouri,6321,2020-04-24
Montana,444,2020-04-24
Nebraska,2124,2020-04-24
Nevada,4208,2020-04-24
New Hampshire,1670,2020-04-24
New Jersey,99989,2020-04-24
New Mexico,2379,2020-04-24
New York,263744,2020-04-24
North Carolina,7608,2020-04-24
North Dakota,709,2020-04-24
Northern Marianas,14,2020-04-24
Ohio,14694,2020-04-24
Oklahoma,3017,2020-04-24
Oregon,2127,2020-04-24
Palau,None,2020-04-24
Pennsylvania,37053,2020-04-24
Puerto Rico,1416,2020-04-24
Rhode Island,6256,2020-04-24
South Carolina,4917,2020-04-24
South Dakota,1956,2020-04-24
Tennessee,8281,2020-04-24
Texas,21944,2020-04-24
Utah,3722,2020-04-24
Vermont,825,2020-04-24
Virgin Islands,54,2020-04-24
Virginia,11594,2020-04-24
Washington,12753,2020-04-24
West Virginia,981,2020-04-24
Wisconsin,5052,2020-04-24
Wyoming,453,2020-04-24
Alabama,6071,2020-04-25
Alaska,337,2020-04-25
American Samoa,None,2020-04-25
Arizona,5769,2020-04-25
Arkansas,2465,2020-04-25
California,37369,2020-04-25
Colorado,11182,2020-04-25
Connecticut,23100,2020-04-25
Delaware,3442,2020-04-25
District of Columbia,3361,2020-04-25
Florida,28843,2020-04-25
Georgia,21681,2020-04-25
Guam,140,2020-04-25
Hawaii,540,2020-04-25
Idaho,1836,2020-04-25
Illinois,36934,2020-04-25
Indiana,13039,2020-04-25
Iowa,3924,2020-04-25
Kansas,2482,2020-04-25
Kentucky,3481,2020-04-25
Louisiana,25798,2020-04-25
Maine,937,2020-04-25
Marshall Islands,None,2020-04-25
Maryland,16616,2020-04-25
Massachusetts,46023,2020-04-25
Michigan,35291,2020-04-25
Micronesia,None,2020-04-25
Minnesota,3185,2020-04-25
Mississippi,5434,2020-04-25
Missouri,6321,2020-04-25
Montana,444,2020-04-25
Nebraska,2124,2020-04-25
Nevada,4208,2020-04-25
New Hampshire,1670,2020-04-25
New Jersey,99989,2020-04-25
New Mexico,2379,2020-04-25
New York,263744,2020-04-25
North Carolina,7608,2020-04-25
North Dakota,709,2020-04-25
Northern Marianas,14,2020-04-25
Ohio,14694,2020-04-25
Oklahoma,3017,2020-04-25
Oregon,2127,2020-04-25
Palau,None,2020-04-25
Pennsylvania,37053,2020-04-25
Puerto Rico,1416,2020-04-25
Rhode Island,6256,2020-04-25
South Carolina,4917,2020-04-25
South Dakota,1956,2020-04-25
Tennessee,8281,2020-04-25
Texas,21944,2020-04-25
Utah,3722,2020-04-25
Vermont,825,2020-04-25
Virgin Islands,54,2020-04-25
Virginia,11594,2020-04-25
Washington,12753,2020-04-25
West Virginia,981,2020-04-25
Wisconsin,5052,2020-04-25
Wyoming,453,2020-04-25
Alabama,6026,2020-04-25
Alaska,339,2020-04-25
American Samoa,None,2020-04-25
Arizona,6045,2020-04-25
Arkansas,2810,2020-04-25
California,39254,2020-04-25
Colorado,12184,2020-04-25
Connecticut,23921,2020-04-25
Delaware,3442,2020-04-25
District of Columbia,3528,2020-04-25
Florida,29707,2020-04-25
Georgia,22491,2020-04-25
Guam,141,2020-04-25
Hawaii,601,2020-04-25
Idaho,1870,2020-04-25
Illinois,39658,2020-04-25
Indiana,13680,2020-04-25
Iowa,4445,2020-04-25
Kansas,2777,2020-04-25
Kentucky,3779,2020-04-25
Louisiana,26140,2020-04-25
Maine,965,2020-04-25
Marshall Islands,None,2020-04-25
Maryland,16616,2020-04-25
Massachusetts,50969,2020-04-25
Michigan,36627,2020-04-25
Micronesia,None,2020-04-25
Minnesota,3185,2020-04-25
Mississippi,5434,2020-04-25
Missouri,6625,2020-04-25
Montana,444,2020-04-25
Nebraska,2421,2020-04-25
Nevada,4398,2020-04-25
New Hampshire,1720,2020-04-25
New Jersey,102196,2020-04-25
New Mexico,2521,2020-04-25
New York,267256,2020-04-25
North Carolina,8052,2020-04-25
North Dakota,748,2020-04-25
Northern Marianas,14,2020-04-25
Ohio,15169,2020-04-25
Oklahoma,3121,2020-04-25
Oregon,2177,2020-04-25
Palau,None,2020-04-25
Pennsylvania,38652,2020-04-25
Puerto Rico,1416,2020-04-25
Rhode Island,6699,2020-04-25
South Carolina,5070,2020-04-25
South Dakota,2040,2020-04-25
Tennessee,8742,2020-04-25
Texas,22806,2020-04-25
Utah,3782,2020-04-25
Vermont,827,2020-04-25
Virgin Islands,54,2020-04-25
Virginia,12366,2020-04-25
Washington,12977,2020-04-25
West Virginia,1010,2020-04-25
Wisconsin,5356,2020-04-25
Wyoming,473,2020-04-25
Alabama,6026,2020-04-26
Alaska,339,2020-04-26
American Samoa,None,2020-04-26
Arizona,6045,2020-04-26
Arkansas,2810,2020-04-26
California,39254,2020-04-26
Colorado,12184,2020-04-26
Connecticut,23921,2020-04-26
Delaware,3442,2020-04-26
District of Columbia,3528,2020-04-26
Florida,29707,2020-04-26
Georgia,22491,2020-04-26
Guam,141,2020-04-26
Hawaii,601,2020-04-26
Idaho,1870,2020-04-26
Illinois,39658,2020-04-26
Indiana,13680,2020-04-26
Iowa,4445,2020-04-26
Kansas,2777,2020-04-26
Kentucky,3779,2020-04-26
Louisiana,26140,2020-04-26
Maine,965,2020-04-26
Marshall Islands,None,2020-04-26
Maryland,16616,2020-04-26
Massachusetts,50969,2020-04-26
Michigan,36627,2020-04-26
Micronesia,None,2020-04-26
Minnesota,3185,2020-04-26
Mississippi,5434,2020-04-26
Missouri,6625,2020-04-26
Montana,444,2020-04-26
Nebraska,2421,2020-04-26
Nevada,4398,2020-04-26
New Hampshire,1720,2020-04-26
New Jersey,102196,2020-04-26
New Mexico,2521,2020-04-26
New York,267256,2020-04-26
North Carolina,8052,2020-04-26
North Dakota,748,2020-04-26
Northern Marianas,14,2020-04-26
Ohio,15169,2020-04-26
Oklahoma,3121,2020-04-26
Oregon,2177,2020-04-26
Palau,None,2020-04-26
Pennsylvania,38652,2020-04-26
Puerto Rico,1416,2020-04-26
Rhode Island,6699,2020-04-26
South Carolina,5070,2020-04-26
South Dakota,2040,2020-04-26
Tennessee,8742,2020-04-26
Texas,22806,2020-04-26
Utah,3782,2020-04-26
Vermont,827,2020-04-26
Virgin Islands,54,2020-04-26
Virginia,12366,2020-04-26
Washington,12977,2020-04-26
West Virginia,1010,2020-04-26
Wisconsin,5356,2020-04-26
Wyoming,473,2020-04-26
Alabama,6213,2020-04-26
Alaska,339,2020-04-26
American Samoa,0,2020-04-26
Arizona,6280,2020-04-26
Arkansas,2909,2020-04-26
California,41137,2020-04-26
Colorado,12868,2020-04-26
Connecticut,24582,2020-04-26
Delaware,3576,2020-04-26
District of Columbia,3699,2020-04-26
Florida,29996,2020-04-26
Georgia,22225,2020-04-26
Guam,141,2020-04-26
Hawaii,604,2020-04-26
Idaho,1887,2020-04-26
Illinois,41777,2020-04-26
Indiana,14395,2020-04-26
Iowa,5092,2020-04-26
Kansas,3056,2020-04-26
Kentucky,3905,2020-04-26
Louisiana,26512,2020-04-26
Maine,990,2020-04-26
Marshall Islands,0,2020-04-26
Maryland,17766,2020-04-26
Massachusetts,53348,2020-04-26
Michigan,37184,2020-04-26
Micronesia,0,2020-04-26
Minnesota,3446,2020-04-26
Mississippi,5718,2020-04-26
Missouri,6826,2020-04-26
Montana,445,2020-04-26
Nebraska,2732,2020-04-26
Nevada,4539,2020-04-26
New Hampshire,1787,2020-04-26
New Jersey,105523,2020-04-26
New Mexico,2660,2020-04-26
New York,277606,2020-04-26
North Carolina,8623,2020-04-26
North Dakota,803,2020-04-26
Northern Marianas,14,2020-04-26
Ohio,15587,2020-04-26
Oklahoma,3193,2020-04-26
Oregon,2253,2020-04-26
Palau,0,2020-04-26
Pennsylvania,40049,2020-04-26
Puerto Rico,1416,2020-04-26
Rhode Island,7129,2020-04-26
South Carolina,5253,2020-04-26
South Dakota,2147,2020-04-26
Tennessee,8882,2020-04-26
Texas,23773,2020-04-26
Utah,3948,2020-04-26
Vermont,843,2020-04-26
Virgin Islands,55,2020-04-26
Virginia,12366,2020-04-26
Washington,13319,2020-04-26
West Virginia,1025,2020-04-26
Wisconsin,5687,2020-04-26
Wyoming,491,2020-04-26
Alabama,6213,2020-04-26
Alaska,339,2020-04-26
American Samoa,0,2020-04-26
Arizona,6280,2020-04-26
Arkansas,2909,2020-04-26
California,41137,2020-04-26
Colorado,12868,2020-04-26
Connecticut,24582,2020-04-26
Delaware,3576,2020-04-26
District of Columbia,3699,2020-04-26
Florida,29996,2020-04-26
Georgia,22225,2020-04-26
Guam,141,2020-04-26
Hawaii,604,2020-04-26
Idaho,1887,2020-04-26
Illinois,41777,2020-04-26
Indiana,14395,2020-04-26
Iowa,5092,2020-04-26
Kansas,3056,2020-04-26
Kentucky,3905,2020-04-26
Louisiana,26512,2020-04-26
Maine,990,2020-04-26
Marshall Islands,0,2020-04-26
Maryland,17766,2020-04-26
Massachusetts,53348,2020-04-26
Michigan,37184,2020-04-26
Micronesia,0,2020-04-26
Minnesota,3446,2020-04-26
Mississippi,5718,2020-04-26
Missouri,6826,2020-04-26
Montana,445,2020-04-26
Nebraska,2732,2020-04-26
Nevada,4539,2020-04-26
New Hampshire,1787,2020-04-26
New Jersey,105523,2020-04-26
New Mexico,2660,2020-04-26
New York,277606,2020-04-26
North Carolina,8623,2020-04-26
North Dakota,803,2020-04-26
Northern Marianas,14,2020-04-26
Ohio,15587,2020-04-26
Oklahoma,3193,2020-04-26
Oregon,2253,2020-04-26
Palau,0,2020-04-26
Pennsylvania,40049,2020-04-26
Puerto Rico,1416,2020-04-26
Rhode Island,7129,2020-04-26
South Carolina,5253,2020-04-26
South Dakota,2147,2020-04-26
Tennessee,8882,2020-04-26
Texas,23773,2020-04-26
Utah,3948,2020-04-26
Vermont,843,2020-04-26
Virgin Islands,55,2020-04-26
Virginia,12366,2020-04-26
Washington,13319,2020-04-26
West Virginia,1025,2020-04-26
Wisconsin,5687,2020-04-26
Wyoming,491,2020-04-26
Alabama,6213,2020-04-26
Alaska,339,2020-04-26
